NEWID	clustersID
15991	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15992	1 2 3 4 5 6 7 8 9 10 11 12 
15993	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15994	1 2 3 4 5 6 7 8 9 10 11 12 13 
15995	1 2 3 4 5 6 7 8 9 10 11 12 
15996	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15997	1 2 3 4 5 6 7 8 9 10 11 12 13 
15998	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15999	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
16000	1 2 3 4 5 6 7 8 9 10 11 
18001	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18003	1 2 3 4 5 6 7 8 9 10 11 12 13 
18004	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18005	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18006	1 2 3 4 5 6 7 8 9 10 11 12 
18007	1 2 3 4 5 6 7 8 9 10 11 12 13 
18008	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18009	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18012	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18014	1 2 3 4 5 6 7 8 9 10 11 
18015	1 2 3 4 5 6 7 8 9 10 11 12 13 
18016	1 2 3 4 5 6 7 8 9 10 11 12 
18017	1 2 3 4 5 6 7 8 9 10 11 12 
18018	1 2 3 4 5 6 7 8 9 
18019	1 2 3 4 5 6 7 8 9 10 11 
18020	1 2 3 4 5 6 7 8 9 10 11 12 13 
18021	1 2 3 4 5 6 7 8 9 10 11 12 13 
18022	1 2 3 4 5 6 7 8 9 10 11 12 
18023	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18024	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18025	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18026	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18027	1 2 3 4 5 6 7 8 9 10 11 12 
18028	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18029	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18030	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18031	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18032	1 2 3 4 5 6 7 8 9 10 11 
18033	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18034	1 2 3 4 5 6 7 8 9 10 11 
18035	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18036	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18037	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18038	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18039	1 2 3 4 5 6 7 8 9 10 11 
18040	1 2 3 4 5 6 7 8 9 10 11 12 13 
18041	1 2 3 4 5 6 7 8 9 10 11 12 13 
18042	1 2 3 4 5 6 7 8 9 10 
18043	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18044	1 2 3 4 5 6 7 8 9 10 11 12 
18046	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18048	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18049	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18050	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18051	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18052	1 2 3 4 5 6 7 8 9 10 11 12 13 
18057	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18058	1 2 3 4 5 6 7 8 9 10 11 12 13 
18059	1 2 3 4 5 6 7 8 9 10 11 12 
18060	1 2 3 4 5 6 7 8 9 10 11 12 13 
18061	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18062	1 2 3 4 5 6 7 8 9 10 11 12 13 
18063	1 2 3 4 5 6 7 8 9 10 11 12 
18064	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18065	1 2 3 4 5 6 7 8 9 10 11 
18066	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18067	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18068	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18071	1 2 3 4 5 6 7 8 9 10 11 12 13 
18073	1 2 3 4 5 6 7 8 9 10 11 
18075	1 2 3 4 5 6 7 8 9 10 11 12 13 
18077	1 2 3 4 5 6 7 8 9 10 11 
18079	1 2 3 4 5 6 7 8 9 10 11 12 13 
18080	1 2 3 4 5 6 7 8 9 10 11 12 13 
18081	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18082	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18083	1 2 3 4 5 6 7 8 9 10 11 12 
18084	1 2 3 4 5 6 7 8 9 10 11 12 
18085	1 2 3 4 5 6 7 8 9 10 11 12 
18086	1 2 3 4 5 6 7 8 9 10 11 12 13 
18087	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18088	1 2 3 4 5 6 7 8 9 10 11 12 
18089	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
18090	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18091	1 2 3 4 5 6 7 8 9 10 11 12 
18092	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18093	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18094	1 2 3 4 5 6 7 8 9 10 
18095	1 2 3 4 5 6 7 8 9 10 11 12 13 
18096	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18097	1 2 3 4 5 6 7 8 9 10 11 12 
18098	1 2 3 4 5 6 7 8 9 10 11 12 
18099	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
18100	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18101	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18102	1 2 3 4 5 6 7 8 9 10 11 12 13 
18103	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18104	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18105	1 2 3 4 5 6 7 8 9 10 11 12 13 
18107	1 2 3 4 5 6 7 8 9 10 11 
18108	1 2 3 4 5 6 7 8 9 10 11 12 13 
18109	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18110	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18111	1 2 3 4 5 6 7 8 9 10 
18112	1 2 3 4 5 6 7 8 9 10 11 12 
18113	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18114	1 2 3 4 5 6 7 8 9 10 11 12 13 
18115	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18116	1 2 3 4 5 6 7 8 9 10 11 12 
18117	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18118	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18119	1 2 3 4 5 6 7 8 9 10 11 12 13 
18120	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18121	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18122	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18123	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18124	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18125	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
18126	1 2 3 4 5 6 7 8 9 10 11 12 13 
18127	1 2 3 4 5 6 7 8 9 10 11 
18128	1 2 3 4 5 6 7 8 9 10 11 12 13 
18129	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
18130	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18131	1 2 3 4 5 6 7 8 9 10 11 12 13 
18132	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18133	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18134	1 2 3 4 5 6 7 8 9 10 11 12 
18135	1 2 3 4 5 6 7 8 9 10 11 12 13 
18136	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18137	1 2 3 4 5 6 7 8 9 10 11 
18138	1 2 3 4 5 6 7 8 9 10 11 
18139	1 2 3 4 5 6 7 8 9 10 11 12 13 
18140	1 2 3 4 5 6 7 8 9 10 11 12 13 
18141	1 2 3 4 5 6 7 8 9 10 11 12 13 
18142	1 2 3 4 5 6 7 8 9 10 11 12 
18143	1 2 3 4 5 6 7 8 9 10 11 12 13 
18144	1 2 3 4 5 6 7 8 9 
18145	1 2 3 4 5 6 7 8 9 10 11 12 13 
18146	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18147	1 2 3 4 5 6 7 8 9 10 11 12 
18148	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18149	1 2 3 4 5 6 7 8 9 10 11 12 13 
18150	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18151	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18152	1 2 3 4 5 6 7 8 9 10 11 
18153	1 2 3 4 5 6 7 8 9 10 
18154	1 2 3 4 5 6 7 8 9 10 11 12 
18155	1 2 3 4 5 6 7 8 9 10 11 12 13 
18156	1 2 3 4 5 6 7 8 9 10 11 12 13 
18157	1 2 3 4 5 6 7 8 9 
18158	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18159	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18160	1 2 3 4 5 6 7 8 9 10 11 12 
18161	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18162	1 2 3 4 5 6 7 8 9 10 
18163	1 2 3 4 5 6 7 8 9 10 11 12 13 
18164	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18165	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18166	1 2 3 4 5 6 7 8 9 10 11 12 
18167	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18168	1 2 3 4 5 6 7 8 9 10 11 12 13 
18169	1 2 3 4 5 6 7 8 9 10 11 
18170	1 2 3 4 5 6 7 8 9 10 11 12 13 
18171	1 2 3 4 5 6 7 8 9 10 11 12 13 
18172	1 2 3 4 5 6 7 8 9 10 11 12 
18173	1 2 3 4 5 6 7 8 9 10 11 12 13 
18174	1 2 3 4 5 6 7 8 9 10 11 12 
18175	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18176	1 2 3 4 5 6 7 8 9 10 11 12 13 
18177	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18178	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18179	1 2 3 4 5 6 7 8 9 10 11 12 13 
18180	1 2 3 4 5 6 7 8 9 10 11 12 
18181	1 2 3 4 5 6 7 8 9 10 11 12 13 
18182	1 2 3 4 5 6 7 8 9 10 11 12 13 
18183	1 2 3 4 5 6 7 8 9 10 11 12 13 
18184	1 2 3 4 5 6 7 8 9 10 
18185	1 2 3 4 5 6 7 8 9 10 11 12 
18186	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18187	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18188	1 2 3 4 5 6 7 8 9 10 11 12 13 
18189	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18191	1 2 3 4 5 6 7 8 9 10 11 
18192	1 2 3 4 5 6 7 8 9 10 11 12 13 
18193	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18194	1 2 3 4 5 6 7 8 9 10 
18195	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18196	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
18197	1 2 3 4 5 6 7 8 9 10 11 
18199	1 2 3 4 5 6 7 8 9 10 11 12 13 
18200	1 2 3 4 5 6 7 8 9 10 11 
18201	1 2 3 4 5 6 7 8 9 10 11 12 13 
18202	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18203	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18204	1 2 3 4 5 6 7 8 9 10 11 12 
18205	1 2 3 4 5 6 7 8 9 10 11 12 
18206	1 2 3 4 5 6 7 8 9 10 11 12 13 
18207	1 2 3 4 5 6 7 8 9 10 11 12 13 
18208	1 2 3 4 5 6 7 8 9 10 11 12 13 
18209	1 2 3 4 5 6 7 8 9 10 11 12 13 
18210	1 2 3 4 5 6 7 8 9 10 11 12 
18211	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18212	1 2 3 4 5 6 7 8 9 10 11 12 13 
18213	1 2 3 4 5 6 7 8 9 10 11 12 
18215	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18216	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18217	1 2 3 4 5 6 7 8 9 10 11 
18218	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18219	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18220	1 2 3 4 5 6 7 8 9 10 11 12 13 
18222	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18223	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18224	1 2 3 4 5 6 7 8 9 10 11 12 13 
18225	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18226	1 2 3 4 5 6 7 8 9 10 11 
18227	1 2 3 4 5 6 7 8 9 10 
18228	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18229	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18230	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18231	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18233	1 2 3 4 5 6 7 8 9 10 11 12 13 
18234	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18236	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18237	1 2 3 4 5 6 7 8 9 10 11 
18238	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18239	1 2 3 4 5 6 7 8 9 10 11 
18240	1 2 3 4 5 6 7 8 9 10 11 
18241	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18242	1 2 3 4 5 6 7 8 9 10 11 
18243	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18244	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18245	1 2 3 4 5 6 7 8 9 10 
18246	1 2 3 4 5 6 7 8 9 10 11 
18247	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18248	1 2 3 4 5 6 7 8 9 10 11 12 13 
18249	1 2 3 4 5 6 7 8 9 10 11 12 13 
18250	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18251	1 2 3 4 5 6 7 8 9 10 
18252	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18253	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18254	1 2 3 4 5 6 7 8 9 10 
18255	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18256	1 2 3 4 5 6 7 8 9 10 
18257	1 2 3 4 5 6 7 8 9 10 11 12 
18258	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18259	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18260	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18261	1 2 3 4 5 6 7 8 9 10 11 12 
18262	1 2 3 4 5 6 7 8 9 10 11 
18263	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18264	1 2 3 4 5 6 7 8 9 10 11 12 
18265	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18267	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18268	1 2 3 4 5 6 7 8 9 10 11 12 13 
18269	1 2 3 4 5 6 7 8 9 10 11 12 
18271	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18273	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18274	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18275	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18276	1 2 3 4 5 6 7 8 9 10 11 12 13 
18277	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18278	1 2 3 4 5 6 7 8 9 10 11 12 
18279	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18280	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18281	1 2 3 4 5 6 7 8 9 10 11 
18282	1 2 3 4 5 6 7 8 9 10 11 12 
18283	1 2 3 4 5 6 7 8 9 10 11 
18284	1 2 3 4 5 6 7 8 9 10 11 12 13 
18285	1 2 3 4 5 6 7 8 9 10 11 
18286	1 2 3 4 5 6 7 8 9 10 11 12 13 
18287	1 2 3 4 5 6 7 8 9 10 11 
18288	1 2 3 4 5 6 7 8 9 10 11 12 
18289	1 2 3 4 5 6 7 8 9 10 11 12 13 
18290	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18291	1 2 3 4 5 6 7 8 9 10 11 12 13 
18292	1 2 3 4 5 6 7 8 9 10 11 12 13 
18293	1 2 3 4 5 6 7 8 9 10 11 12 13 
18294	1 2 3 4 5 6 7 8 9 10 11 12 
18295	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18296	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18297	1 2 3 4 5 6 7 8 9 10 11 12 13 
18298	1 2 3 4 5 6 7 8 9 10 11 12 13 
18299	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18300	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18301	1 2 3 4 5 6 7 8 9 10 
18302	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18303	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18304	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18305	1 2 3 4 5 6 7 8 9 10 11 12 
18306	1 2 3 4 5 6 7 8 9 10 11 12 13 
18307	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18308	1 2 3 4 5 6 7 8 9 10 11 12 
18309	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18310	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18312	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18313	1 2 3 4 5 6 7 8 9 10 11 12 
18314	1 2 3 4 5 6 7 8 9 10 11 12 13 
18315	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18316	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18317	1 2 3 4 5 6 7 8 9 10 11 12 13 
18318	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18320	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18321	1 2 3 4 5 6 7 8 9 10 11 12 13 
18322	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18323	1 2 3 4 5 6 7 8 9 10 11 12 
18324	1 2 3 4 5 6 7 8 9 
18325	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18326	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18327	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18328	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18329	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18330	1 2 3 4 5 6 7 8 9 10 11 12 
18331	1 2 3 4 5 6 7 8 9 10 11 12 13 
18332	1 2 3 4 5 6 7 8 9 10 11 12 13 
18333	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18334	1 2 3 4 5 6 7 8 9 10 11 
18335	1 2 3 4 5 6 7 8 9 10 11 
18336	1 2 3 4 5 6 7 8 9 10 11 
18337	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18338	1 2 3 4 5 6 7 8 9 10 11 12 13 
18339	1 2 3 4 5 6 7 8 9 10 
18340	1 2 3 4 5 6 7 8 9 10 11 12 13 
18341	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18342	1 2 3 4 5 6 7 8 9 10 11 12 13 
18343	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18344	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18345	1 2 3 4 5 6 7 8 9 10 11 12 13 
18346	1 2 3 4 5 6 7 8 9 10 11 12 
18347	1 2 3 4 5 6 7 8 9 10 11 12 13 
18348	1 2 3 4 5 6 7 8 9 10 11 12 13 
18349	1 2 3 4 5 6 7 8 9 10 11 12 13 
18350	1 2 3 4 5 6 7 8 9 10 11 12 
18351	1 2 3 4 5 6 7 8 9 10 11 12 13 
18352	1 2 3 4 5 6 7 8 9 10 11 
18353	1 2 3 4 5 6 7 8 9 10 
18354	1 2 3 4 5 6 7 8 9 10 11 
18355	1 2 3 4 5 6 7 8 9 10 11 12 13 
18356	1 2 3 4 5 6 7 8 9 10 
18357	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18358	1 2 3 4 5 6 7 8 9 10 11 12 13 
18359	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18360	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18361	1 2 3 4 5 6 7 8 9 
18362	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18364	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18365	1 2 3 4 5 6 7 8 9 10 11 12 13 
18366	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18367	1 2 3 4 5 6 7 8 9 10 11 12 13 
18368	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18369	1 2 3 4 5 6 7 8 9 10 11 12 13 
18370	1 2 3 4 5 6 7 8 9 10 11 12 
18371	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18372	1 2 3 4 5 6 7 8 9 10 11 12 13 
18373	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18374	1 2 3 4 5 6 7 8 9 10 11 12 13 
18375	1 2 3 4 5 6 7 8 9 10 11 12 13 
18376	1 2 3 4 5 6 7 8 9 10 11 12 13 
18377	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18378	1 2 3 4 5 6 7 8 9 10 11 12 13 
18379	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18380	1 2 3 4 5 6 7 8 9 10 11 12 13 
18381	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18382	1 2 3 4 5 6 7 8 9 10 11 12 
18383	1 2 3 4 5 6 7 8 9 10 11 
18384	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18385	1 2 3 4 5 6 7 8 9 10 11 12 13 
18386	1 2 3 4 5 6 7 8 9 10 11 12 13 
18387	1 2 3 4 5 6 7 8 9 10 
18388	1 2 3 4 5 6 7 8 9 10 11 12 
18389	1 2 3 4 5 6 7 8 9 10 11 12 13 
18390	1 2 3 4 5 6 7 8 9 10 
18391	1 2 3 4 5 6 7 8 9 10 11 12 13 
18392	1 2 3 4 5 6 7 8 9 10 11 12 
18393	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18394	1 2 3 4 5 6 7 8 9 10 11 
18395	1 2 3 4 5 6 7 8 9 10 11 12 13 
18396	1 2 3 4 5 6 7 8 9 10 11 12 13 
18397	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18398	1 2 3 4 5 6 7 8 9 10 11 
18399	1 2 3 4 5 6 7 8 9 10 11 
18400	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18401	1 2 3 4 5 6 7 8 9 10 11 12 
18402	1 2 3 4 5 6 7 8 9 10 11 12 13 
18403	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18404	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18405	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18406	1 2 3 4 5 6 7 8 9 10 11 12 
18407	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18408	1 2 3 4 5 6 7 8 9 10 11 12 
18409	1 2 3 4 5 6 7 8 9 10 11 12 
18410	1 2 3 4 5 6 7 8 9 10 11 12 
18411	1 2 3 4 5 6 7 8 9 10 11 12 
18412	1 2 3 4 5 6 7 8 9 10 
18413	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18414	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18415	1 2 3 4 5 6 7 8 9 10 11 12 13 
18416	1 2 3 4 5 6 7 8 9 10 11 12 
18417	1 2 3 4 5 6 7 8 9 10 11 12 13 
18418	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
18419	1 2 3 4 5 6 7 8 9 10 11 12 13 
18420	1 2 3 4 5 6 7 8 9 10 11 12 13 
18421	1 2 3 4 5 6 7 8 9 10 11 12 13 
18422	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18423	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18424	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18425	1 2 3 4 5 6 7 8 9 10 11 12 13 
18426	1 2 3 4 5 6 7 8 9 10 11 12 13 
18427	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18428	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18429	1 2 3 4 5 6 7 8 9 10 11 12 13 
18430	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18431	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18432	1 2 3 4 5 6 7 8 9 10 11 12 13 
18433	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18434	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18435	1 2 3 4 5 6 7 8 9 10 11 12 13 
18436	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18437	1 2 3 4 5 6 7 8 9 10 11 12 13 
18438	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
18439	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
18440	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18441	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
18442	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18443	1 2 3 4 5 6 7 8 9 10 11 12 
18444	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18445	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18446	1 2 3 4 5 6 7 8 9 10 11 12 13 
18447	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18448	1 2 3 4 5 6 7 8 9 10 11 12 13 
18449	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18450	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18451	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18452	1 2 3 4 5 6 7 8 9 10 11 12 
18453	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18454	1 2 3 4 5 6 7 8 9 10 11 12 13 
18455	1 2 3 4 5 6 7 8 9 10 11 
18456	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18457	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18458	1 2 3 4 5 6 7 8 9 10 11 
18459	1 2 3 4 5 6 7 8 9 10 11 12 13 
18460	1 2 3 4 5 6 7 8 9 10 11 12 13 
18461	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18462	1 2 3 4 5 6 7 8 9 10 11 12 13 
18463	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18464	1 2 3 4 5 6 7 8 9 10 11 12 13 
18465	1 2 3 4 5 6 7 8 9 10 11 12 13 
18466	1 2 3 4 5 6 7 8 9 10 11 12 
18467	1 2 3 4 5 6 7 8 9 10 11 12 13 
18468	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
18469	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18470	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18471	1 2 3 4 5 6 7 8 9 10 
18472	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
18473	1 2 3 4 5 6 7 8 9 10 11 12 13 
18474	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
18475	1 2 3 4 5 6 7 8 9 10 11 12 
18477	1 2 3 4 5 6 7 8 9 10 11 12 
